entity_id,function_name,confidence,rationale,source_id,review_status
ENT_AESAR,freshwater,B,Promoted from v0.1 claim CLM_00857 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_AESAR,freshwater,B,Promoted from v0.1 claim CLM_00860 (tag).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_AESAR,river,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_AESAR,river,B,Promoted from v0.1 claim CLM_00856 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_AESEPUS,freshwater,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_AESEPUS,freshwater,B,Promoted from v0.1 claim CLM_00875 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_AESEPUS,freshwater,B,Promoted from v0.1 claim CLM_00878 (tag).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_AESEPUS,river,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_AESEPUS,river,B,Promoted from v0.1 claim CLM_00874 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_AGANIPPE,inspiration,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_AGANIPPE,inspiration,B,Promoted from v0.1 claim CLM_01001 (domain).,SRC_THEOI_NYMPHS,candidate_extracted
ENT_AGANIPPE,spring,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_AGANIPPE,spring,B,Promoted from v0.1 claim CLM_01000 (domain).,SRC_THEOI_NYMPHS,candidate_extracted
ENT_AGANIPPE,spring,B,Promoted from v0.1 claim CLM_01003 (tag).,SRC_THEOI_NYMPHS,candidate_extracted
ENT_AGATHOS_DAIMON,protection,A,Promoted from v0.1 claim CLM_00454 (domain).,SRC_THEOI_UNDERWORLD,candidate_extracted
ENT_AGATHOS_DAIMON,protection,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ALPHEUS,freshwater,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ALPHEUS,freshwater,B,Promoted from v0.1 claim CLM_00773 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_ALPHEUS,freshwater,B,Promoted from v0.1 claim CLM_00776 (tag).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_ALPHEUS,river,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ALPHEUS,river,B,Promoted from v0.1 claim CLM_00772 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_AMPHIARAUS,oracle,A,Promoted from v0.1 claim CLM_00440 (domain).,SRC_THEOI_DEIFIED,candidate_extracted
ENT_AMPHIARAUS,oracle,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_AMPHITRITE,sea,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_AMPHITRITE,sea,B,Promoted from v0.1 claim CLM_00705 (domain).,SRC_THEOI_SEA,candidate_extracted
ENT_AMPHITRITE,sea,B,Promoted from v0.1 claim CLM_00708 (tag).,SRC_THEOI_SEA,candidate_extracted
ENT_ANANKE,fate,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ANANKE,fate,B,Promoted from v0.1 claim CLM_00037 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_ANANKE,fate,B,Promoted from v0.1 claim CLM_00039 (tag).,SRC_THEOI_GODS,candidate_extracted
ENT_ANYTUS,local cult,B,Promoted from v0.1 claim CLM_01312 (tag).,SRC_THEOI_RUSTIC,candidate_extracted
ENT_APHRODITE,beauty,A,Promoted from v0.1 claim CLM_00234 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_APHRODITE,beauty,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_APHRODITE,fertility,A,Promoted from v0.1 claim CLM_00235 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_APHRODITE,fertility,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_APOLLO,healing,A,Promoted from v0.1 claim CLM_00221 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_APOLLO,healing,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_APOLLO,music,A,Promoted from v0.1 claim CLM_00220 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_APOLLO,music,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_APOLLO,oracle,A,Promoted from v0.1 claim CLM_00224 (tag).,SRC_THEOI_GODS,candidate_extracted
ENT_APOLLO,prophecy,A,Promoted from v0.1 claim CLM_00219 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_APOLLO,prophecy,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ARETHUSA,freshwater,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ARETHUSA,freshwater,B,Promoted from v0.1 claim CLM_01013 (domain).,SRC_THEOI_NYMPHS,candidate_extracted
ENT_ARETHUSA,spring,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ARETHUSA,spring,B,Promoted from v0.1 claim CLM_01012 (domain).,SRC_THEOI_NYMPHS,candidate_extracted
ENT_ARETHUSA,spring,B,Promoted from v0.1 claim CLM_01015 (tag).,SRC_THEOI_NYMPHS,candidate_extracted
ENT_ARIADNE,apotheosis,A,Promoted from v0.1 claim CLM_01238 (tag).,SRC_THEOI_DEIFIED,candidate_extracted
ENT_ARISTAEUS,agriculture,A,Promoted from v0.1 claim CLM_01226 (tag).,SRC_THEOI_RUSTIC,candidate_extracted
ENT_ARISTAEUS,craft,A,Promoted from v0.1 claim CLM_01225 (tag).,SRC_THEOI_RUSTIC,candidate_extracted
ENT_ARISTAEUS,hunting,A,Promoted from v0.1 claim CLM_01223 (domain).,SRC_THEOI_RUSTIC,candidate_extracted
ENT_ARISTAEUS,hunting,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ARTEMIS,childbirth,A,Promoted from v0.1 claim CLM_00227 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_ARTEMIS,childbirth,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ARTEMIS,hunting,A,Promoted from v0.1 claim CLM_00225 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_ARTEMIS,hunting,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ARTEMIS,wilderness,A,Promoted from v0.1 claim CLM_00226 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_ARTEMIS,wilderness,A,Promoted from v0.1 claim CLM_00229 (tag).,SRC_THEOI_GODS,candidate_extracted
ENT_ARTEMIS,wilderness,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ASCLEPIUS,apotheosis,A,Promoted from v0.1 claim CLM_00275 (tag).,SRC_THEOI_DEIFIED,candidate_extracted
ENT_ASCLEPIUS,healing,A,Promoted from v0.1 claim CLM_00274 (tag).,SRC_THEOI_DEIFIED,candidate_extracted
ENT_ASOPUS,freshwater,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ASOPUS,freshwater,B,Promoted from v0.1 claim CLM_00821 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_ASOPUS,freshwater,B,Promoted from v0.1 claim CLM_00824 (tag).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_ASOPUS,river,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ASOPUS,river,B,Promoted from v0.1 claim CLM_00820 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_ATHENA,warcraft,A,Promoted from v0.1 claim CLM_00215 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_ATHENA,warcraft,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ATHENA,wisdom,A,Promoted from v0.1 claim CLM_00214 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_ATHENA,wisdom,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ATTIS,vegetation,A,Promoted from v0.1 claim CLM_01275 (domain).,SRC_THEOI_RUSTIC,candidate_extracted
ENT_ATTIS,vegetation,A,Promoted from v0.1 claim CLM_01278 (tag).,SRC_THEOI_RUSTIC,candidate_extracted
ENT_ATTIS,vegetation,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_AXIUS,freshwater,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_AXIUS,freshwater,B,Promoted from v0.1 claim CLM_00881 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_AXIUS,freshwater,B,Promoted from v0.1 claim CLM_00884 (tag).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_AXIUS,river,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_AXIUS,river,B,Promoted from v0.1 claim CLM_00880 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_CABEIRI,local cult,A,Promoted from v0.1 claim CLM_00330 (tag).,SRC_THEOI_AGRICULTURE,candidate_extracted
ENT_CABEIRI,mystery,A,Promoted from v0.1 claim CLM_00329 (tag).,SRC_THEOI_AGRICULTURE,candidate_extracted
ENT_CABEIRI,protection,A,Promoted from v0.1 claim CLM_00327 (domain).,SRC_THEOI_AGRICULTURE,candidate_extracted
ENT_CABEIRI,protection,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_CAICUS,freshwater,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_CAICUS,freshwater,B,Promoted from v0.1 claim CLM_00887 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_CAICUS,freshwater,B,Promoted from v0.1 claim CLM_00890 (tag).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_CAICUS,river,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_CAICUS,river,B,Promoted from v0.1 claim CLM_00886 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_CEPHISSUS,freshwater,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_CEPHISSUS,freshwater,B,Promoted from v0.1 claim CLM_00797 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_CEPHISSUS,freshwater,B,Promoted from v0.1 claim CLM_00800 (tag).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_CEPHISSUS,river,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_CEPHISSUS,river,B,Promoted from v0.1 claim CLM_00796 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_CETO,sea,B,Promoted from v0.1 claim CLM_00680 (tag).,SRC_THEOI_SEA,candidate_extracted
ENT_CHAOS,cosmogony,B,Promoted from v0.1 claim CLM_00003 (tag).,SRC_THEOI_GODS,candidate_extracted
ENT_CHARITES,beauty,A,Promoted from v0.1 claim CLM_00303 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_CHARITES,beauty,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_CHARON,psychopomp,B,Promoted from v0.1 claim CLM_00359 (tag).,SRC_THEOI_UNDERWORLD,candidate_extracted
ENT_CLADEUS,freshwater,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_CLADEUS,freshwater,B,Promoted from v0.1 claim CLM_00893 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_CLADEUS,freshwater,B,Promoted from v0.1 claim CLM_00896 (tag).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_CLADEUS,river,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_CLADEUS,river,B,Promoted from v0.1 claim CLM_00892 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_COCYTUS,river,B,Promoted from v0.1 claim CLM_00343 (tag).,SRC_THEOI_UNDERWORLD,candidate_extracted
ENT_CRENAIAE,freshwater,C,Promoted from v0.1 claim CLM_01206 (tag).,SRC_THEOI_NYMPHS,candidate_extracted
ENT_CRONUS,kingship,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_CRONUS,kingship,B,Promoted from v0.1 claim CLM_00096 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_CYBELE,fertility,A,Promoted from v0.1 claim CLM_01270 (domain).,SRC_THEOI_RUSTIC,candidate_extracted
ENT_CYBELE,fertility,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_CYDNUS,freshwater,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_CYDNUS,freshwater,B,Promoted from v0.1 claim CLM_00899 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_CYDNUS,freshwater,B,Promoted from v0.1 claim CLM_00902 (tag).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_CYDNUS,river,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_CYDNUS,river,B,Promoted from v0.1 claim CLM_00898 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_CYMODOCE,sea,B,Promoted from v0.1 claim CLM_00719 (tag).,SRC_THEOI_SEA,candidate_extracted
ENT_CYMOTHOE,sea,B,Promoted from v0.1 claim CLM_00762 (tag).,SRC_THEOI_SEA,candidate_extracted
ENT_CYRENE,hunting,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_CYRENE,hunting,B,Promoted from v0.1 claim CLM_01016 (domain).,SRC_THEOI_NYMPHS,candidate_extracted
ENT_DAPHNE,wilderness,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_DAPHNE,wilderness,B,Promoted from v0.1 claim CLM_01021 (domain).,SRC_THEOI_NYMPHS,candidate_extracted
ENT_DEMETER,agriculture,A,Promoted from v0.1 claim CLM_00195 (domain).,SRC_THEOI_AGRICULTURE,candidate_extracted
ENT_DEMETER,agriculture,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_DEMETER,mystery cult,A,Promoted from v0.1 claim CLM_00196 (domain).,SRC_THEOI_AGRICULTURE,candidate_extracted
ENT_DEMETER,mystery cult,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_DESPOINA,local cult,B,Promoted from v0.1 claim CLM_00408 (tag).,SRC_THEOI_UNDERWORLD,candidate_extracted
ENT_DESPOINA,mystery cult,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_DESPOINA,mystery cult,B,Promoted from v0.1 claim CLM_00406 (domain).,SRC_THEOI_UNDERWORLD,candidate_extracted
ENT_DIKE,justice,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_DIKE,justice,B,Promoted from v0.1 claim CLM_00291 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_DIONE,oracle,B,Promoted from v0.1 claim CLM_00178 (tag).,SRC_THEOI_GODS,candidate_extracted
ENT_DIONE_341,local cult,A,Promoted from v0.1 claim CLM_01293 (tag).,SRC_THEOI_GODS,candidate_extracted
ENT_DIONE_341,oracle,A,Promoted from v0.1 claim CLM_01292 (tag).,SRC_THEOI_GODS,candidate_extracted
ENT_DIONYSUS,mystery,A,Promoted from v0.1 claim CLM_00253 (tag).,SRC_THEOI_AGRICULTURE,candidate_extracted
ENT_DIONYSUS,rebirth,A,Promoted from v0.1 claim CLM_00252 (domain).,SRC_THEOI_AGRICULTURE,candidate_extracted
ENT_DIONYSUS,rebirth,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_DIONYSUS,vegetation,A,Promoted from v0.1 claim CLM_00251 (domain).,SRC_THEOI_AGRICULTURE,candidate_extracted
ENT_DIONYSUS,vegetation,A,Promoted from v0.1 claim CLM_00254 (tag).,SRC_THEOI_AGRICULTURE,candidate_extracted
ENT_DIONYSUS,vegetation,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_DIOSCURI,apotheosis,A,Promoted from v0.1 claim CLM_00335 (tag).,SRC_THEOI_DEIFIED,candidate_extracted
ENT_DIOSCURI,protection,A,Promoted from v0.1 claim CLM_00333 (domain).,SRC_THEOI_DEIFIED,candidate_extracted
ENT_DIOSCURI,protection,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_DIRCE,spring,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_DIRCE,spring,B,Promoted from v0.1 claim CLM_01032 (domain).,SRC_THEOI_NYMPHS,candidate_extracted
ENT_DIRCE,spring,B,Promoted from v0.1 claim CLM_01035 (tag).,SRC_THEOI_NYMPHS,candidate_extracted
ENT_DORIS,sea,B,Promoted from v0.1 claim CLM_00673 (tag).,SRC_THEOI_SEA,candidate_extracted
ENT_DOTO,sea,B,Promoted from v0.1 claim CLM_00734 (tag).,SRC_THEOI_SEA,candidate_extracted
ENT_DYNAMENE,sea,B,Promoted from v0.1 claim CLM_00722 (tag).,SRC_THEOI_SEA,candidate_extracted
ENT_EILEITHYIA,childbirth,A,Promoted from v0.1 claim CLM_00276 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_EILEITHYIA,childbirth,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ERIDANUS,freshwater,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ERIDANUS,freshwater,B,Promoted from v0.1 claim CLM_00839 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_ERIDANUS,freshwater,B,Promoted from v0.1 claim CLM_00842 (tag).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_ERIDANUS,river,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ERIDANUS,river,B,Promoted from v0.1 claim CLM_00838 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_EROS_PRIMORDIAL,creation,B,Promoted from v0.1 claim CLM_00035 (tag).,SRC_THEOI_GODS,candidate_extracted
ENT_EROS_PRIMORDIAL,generation,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_EROS_PRIMORDIAL,generation,B,Promoted from v0.1 claim CLM_00033 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_ERYMANTHUS,freshwater,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ERYMANTHUS,freshwater,B,Promoted from v0.1 claim CLM_00911 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_ERYMANTHUS,freshwater,B,Promoted from v0.1 claim CLM_00914 (tag).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_ERYMANTHUS,river,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_ERYMANTHUS,river,B,Promoted from v0.1 claim CLM_00910 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_EUARNE,sea,B,Promoted from v0.1 claim CLM_00737 (tag).,SRC_THEOI_SEA,candidate_extracted
ENT_EUDORA_NEREID,sea,B,Promoted from v0.1 claim CLM_00749 (tag).,SRC_THEOI_SEA,candidate_extracted
ENT_EUROTAS,freshwater,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_EUROTAS,freshwater,B,Promoted from v0.1 claim CLM_00803 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_EUROTAS,freshwater,B,Promoted from v0.1 claim CLM_00806 (tag).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_EUROTAS,river,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_EUROTAS,river,B,Promoted from v0.1 claim CLM_00802 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_EURYBIA,sea,B,Promoted from v0.1 claim CLM_00131 (tag).,SRC_THEOI_GODS,candidate_extracted
ENT_EURYBIA_SEA,sea,B,Promoted from v0.1 claim CLM_00682 (tag).,SRC_THEOI_SEA,candidate_extracted
ENT_EURYNOME_PRIMORDIAL,creation,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_EURYNOME_PRIMORDIAL,creation,B,Promoted from v0.1 claim CLM_00070 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_EURYNOME_PRIMORDIAL,creation,B,Promoted from v0.1 claim CLM_00072 (tag).,SRC_THEOI_GODS,candidate_extracted
ENT_EURYNOME_PRIMORDIAL,sea,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_EURYNOME_PRIMORDIAL,sea,B,Promoted from v0.1 claim CLM_00071 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_EURYNOME_PRIMORDIAL,sea,B,Promoted from v0.1 claim CLM_00073 (tag).,SRC_THEOI_GODS,candidate_extracted
ENT_EVENUS,freshwater,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_EVENUS,freshwater,B,Promoted from v0.1 claim CLM_00905 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_EVENUS,freshwater,B,Promoted from v0.1 claim CLM_00908 (tag).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_EVENUS,river,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_EVENUS,river,B,Promoted from v0.1 claim CLM_00904 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_GAIA,generation,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_GAIA,generation,B,Promoted from v0.1 claim CLM_00005 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_GALATEA,sea,B,Promoted from v0.1 claim CLM_00711 (tag).,SRC_THEOI_SEA,candidate_extracted
ENT_GANYMEDE,apotheosis,B,Promoted from v0.1 claim CLM_01245 (tag).,SRC_THEOI_DEIFIED,candidate_extracted
ENT_GLAUCE,sea,B,Promoted from v0.1 claim CLM_00759 (tag).,SRC_THEOI_SEA,candidate_extracted
ENT_GLAUCUS,apotheosis,B,Promoted from v0.1 claim CLM_00693 (tag).,SRC_THEOI_SEA,candidate_extracted
ENT_GLAUCUS,sea,B,Promoted from v0.1 claim CLM_00692 (tag).,SRC_THEOI_SEA,candidate_extracted
ENT_GLYCON,fortune,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_GLYCON,fortune,B,Promoted from v0.1 claim CLM_00445 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_GLYCON,healing,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_GLYCON,healing,B,Promoted from v0.1 claim CLM_00443 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_GLYCON,local cult,B,Promoted from v0.1 claim CLM_00446 (tag).,SRC_THEOI_GODS,candidate_extracted
ENT_GLYCON,oracle,B,Promoted from v0.1 claim CLM_00448 (tag).,SRC_THEOI_GODS,candidate_extracted
ENT_GLYCON,prophecy,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_GLYCON,prophecy,B,Promoted from v0.1 claim CLM_00444 (domain).,SRC_THEOI_GODS,candidate_extracted
ENT_GORGYRA,underworld,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_GORGYRA,underworld,B,Promoted from v0.1 claim CLM_01139 (domain).,SRC_THEOI_NYMPHS,candidate_extracted
ENT_GRANICUS,freshwater,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_GRANICUS,freshwater,B,Promoted from v0.1 claim CLM_00917 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_GRANICUS,freshwater,B,Promoted from v0.1 claim CLM_00920 (tag).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_GRANICUS,river,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
ENT_GRANICUS,river,B,Promoted from v0.1 claim CLM_00916 (domain).,SRC_THEOI_POTAMOI,candidate_extracted
ENT_HADES,underworld,A,Promoted from v0.1 claim CLM_00205 (domain).,SRC_THEOI_UNDERWORLD,candidate_extracted
ENT_HADES,underworld,B,Extracted from entities.primary_domains.,SRC_THEOI_GODS,candidate_extracted
